level,date,purchased,review
Level 2. Rookie,Updated on 26 Dec 2020,Purchased,[Customer Service] was very friendly and patient! was quick in responding and helping me as well and managed to resolve my query in the end.
Level 2. Rookie,Updated on 20 Dec 2020,Purchased,[Customer Service] The best service and very friendly. Didn't leave my query hanging!
Level 2. Rookie,Updated on 17 Dec 2020,Purchased,"so far everything quite good, customer service on apps 24 hrs which suprise me"
Level 3. Wonderkid,Updated on 16 Dec 2020,Purchased,"[Customer Service] Terrible, I asked their live chat on what should I do since during registration I signed up with my free TPG number which got deactivated and TPG don't want to reinstate. They replied say it's in the FAQ that number need to be active and hence non-refundable. They said I need to get a new number and new plan from them. I asked for their supervisor and they replied that will take 24-48 hrs. I left my email and HP for contact purposes before leaving the chat. Their sign up process only warned about early termination and contracted ended sim card during porting, did not warn about inactive sim card."
Level 3. Wonderkid,Updated on 15 Dec 2020,Purchased,"[Customer Service] Operates on computer response chat bot. Need to request for ""live agent"" The response from live agent was fairly prompt. Nevertheless, it still acceptable for the low price we paid: $20  My old plan ends on 17th. I started the GOMO plan 1 day earlier hoping that there will be continual service after I ported over.  GOMO agents should advise the customers on this, rather than blindly port over. "
Level 2. Rookie,Updated on 14 Dec 2020,Purchased,Did not encounter any issues while using the service. Recommended for the low price and great service.
Level 2. Rookie,Updated on 08 Dec 2020,Purchased,[Customer Service] Live chat support FTW! [Ease of porting] Fuss free porting of services over from your existing network.
Level 2. Rookie,Updated on 07 Dec 2020,Purchased,"Using prepaid apn?i think it slower than normal singtel. Tried to port in few line, do online and stopping me to go next step. Contact customer service reply in scripted message and refer to me singtel. Called up singtel and refer me back to gomo robot like playing taichi."
Level 2. Rookie,Updated on 07 Dec 2020,Purchased,Very good system for customers i love it 😻i will recommend everybody around me and will urge them to use 💯💯💯
Level 2. Rookie,Updated on 05 Dec 2020,Purchased,"[Customer Service] [Ease of porting] Ported over from Starhub recently. GOMO's customer service was swift & accommodating, rectifying a mistake I made during the porting over process FOC (something that Starhub claimed would cost me $20). Highly impressed with the ease of application & the payment method through the app. Loving it so far!"
Level 2. Rookie,Updated on 05 Dec 2020,Purchased,Too difficult to find answers to my questions or to get customer support. Chat bot can never replace human interaction.
Level 2. Rookie,Updated on 05 Dec 2020,Purchased,[Ease of porting] I am really satisfied with the porting service. It's very fast and smooth transition. Will strongly recommend my friends to port over to GOMO.
Level 2. Rookie,Updated on 05 Dec 2020,Purchased,Fast and reliable network coverage. Easy port over process and rapid SIM delivery service within a day.
Level 2. Rookie,Updated on 05 Dec 2020,Purchased,Network connection are strong at many places factory sites not like others mobile company.customer response fast and no delay
Level 2. Rookie,Updated on 05 Dec 2020,Purchased,"Very user friendly and easy to port over, however the number of roaming countries are limited so to take note. Otherwise great experience so far."
Level 2. Rookie,Updated on 05 Dec 2020,Purchased,[Customer Service] SIM card was delivered in an adorable packaging.
Level 2. Rookie,Updated on 05 Dec 2020,Purchased,"Fast and efficient processing. My original telecom plan is singtel combo 3 under corporate rate. The pro is cheaper than retail pricing but less data usage and I'm always needed high data but of course more data needs to pay more. Ever since gomo came out, I signed up the new line and it was fast enough to receive the sim card. The setup was easy. The chatbot is user friendly unless you have complicated issue may need some time to resolve. Payment is very simple by linking your cc or debit card and it will automatically renew for you and the app does showed you the next plan renewal date. It also gives you many attractive data rewards in a few months etc 20gb. Overall the experience is great."
Level 2. Rookie,Updated on 05 Dec 2020,Purchased,Easy to use and reasonably priced. Coverage is a notch better than other service provider. Keep up the good work!
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"GOMO is amazing! It was a breeze porting over. Pricing and connection is good. Reliability and consistency of data connection helps alot with usage. Just got to get used to chatting online with customer service but must say they do respond, not a black box"
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,Great connectivity so far. Switched from a contract plan to sim only. Very much more affordable but same service... recommend
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,Great connectivity and friendly user so far.  Easy access and hazel free. Easy to track my usage data too..
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,App was user friendly and everything was easy to use ! 
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,Great connectivity so far. Switched from a contract plan to sim only. Very much more affordable but same service
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,GOMO porting over was seamless. Delivery of SIM was fast and chatbot support was helpful. The customer support staff backend was gracious to my request when I had forgotten to input the promo code during my sign up.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"[Network] - i have been using this gomo service for the past 1 yr. The network/signal is strong enough for me. [Mobile App] - easy to navigate, user friendly"
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"Chat service is excellent, amazing network reliability and fast speeds with no drop in the MRT tunnels. App is easy to use and allows you to track usage easily. Excellent value for money"
Level 4. Prodigy,Updated on 04 Dec 2020,Purchased,"Honestly, the experience was average. Porting my number from Singtel Corporate to GOMO was an experience in hell. I had to port 2 times and received 3 different bills for the same month. Customer service is online so I dont like that because I prefer to call and talk to a person. Only good thing is data amount. and tracking of usage."
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"This is definitely the best mobile plan among all, bases on overall connectivity, value for money and service."
Level 3. Wonderkid,Updated on 04 Dec 2020,Purchased,GOMO usually gives 3G network despite 4G signals in Singtel SIMs in the same area. The network is very inconsistent and keeps dropping signals to (no signal). Highly unreliable and not a dependable service. Would NOT RECOMMEND this unless you are looking for a cheap (I mean REALLY CHEAP QUALITY) service.
Level 2. Rookie,Updated on 04 Dec 2020,None,Service is great and porting over to GOMO was simple and hassle-free. A recommended Telco if you are looking for convenience.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,[Mobile App] Always getting free upgrades and friendly reminders about latest deals and offers ! 
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,Reasonable IDD and data roaming service.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"GOMO plan provides value for money together with excellent and fast connection. I was a Singtel user but because of ease to use and hassle free, I decided to use GOMO  services"
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,Value for money and fast connection! Very easy to port. I was a Singtel user but it's quite easy to do so if you are using other service providers as well.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,Everything is great except for the promptness of customer service. Had to go through 4 agents before actual assistance was rendered. Took almost the entire day of chatting as there is no call center.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"Network coverage was good, mobile app user friendly, you can check your data balance, talk time balance all in 1 simple step"
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"So far so good. Network is smooth and personally I feel, better than WIFI. If GOMO can offer equally good offer for existing customers, I would rate 5 stars instead."
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"Value for money with large data bundle, especially with the 11.11 promotion. Easy to port in -- receiving the SIM card via POPStation was efficient. No issues with service so far. Simple app."
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"Great service, fast access! The customer service is helpful and practical to meet my needs. Highly recommend [Customer Service] "
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"really really good service! the 4g speedy as always, and it’s v v affordable. highly recommended! :-)"
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,Friendly user interface
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,[Network] great connectivity! Easy and seamless porting service. Will recommend it to all friends. Thank you.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"If you are a Singtel customer, the porting is very fast, just one day subject to availability of delivery slot. I got my SIM card the next day & activated same day."
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,Fuss free service. Ported over my number from my previous line with clear instructions. Activation took about 3 days. SIM card was delivered promptly with good pakaging and instructions.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,Fast service. Porting could have better notifications. Will recommend more to port over from other telcos too.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,This is the first time using the app and it’s sim pen and user friendly and hassle free. Provide up to date Info.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"it was a easy port over from my previous mobile plan and the network was excellence as well. with the promo i got i have 40GB of usage which is a bonus for me , Overall - Happy customer"
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"Verygreat customer service, and great line. Highly recommended using GOMO with high data usage available [Customer Service]"
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,[Customer Service] The built-in chat function definitely helps in the porting in from my ex telco-provider to GOMO. The whole process is hassle free as the simcard will be delivered to your hse. (:
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"Application was troublesome, couldn't deliver on certain days.  However usage of service was good and there was little disruption. coverage is extensive"
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,[Customer Service] customer service is friendly and helpful. Understandable my enquiry and enable to give the advice immediately.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,Simple and delivers as indicated. App is easy to navigate too. Totally recommended to anyone looking for a fuss free service that offers good value.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,very affordable and reliable service! def would recommend especially for students and young adults who are on a budget!
Level 3. Wonderkid,Updated on 04 Dec 2020,Purchased,"GOMO is one of the most economical plan around offering the amount of data that I deemed sufficient for my monthly use.  No significant complains about network coverage or connectivity but would perhaps recommend a contact number which customers can be linked up to should they need more info and clarifications that could not be found in the FAQ or via the chat.  Currently the only way to check out info is only via the GOMO website and by ""talking/messaging"" the client agent online, no personal touch at all."
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"I have been a loyal customer of Singtel, using their service and product for more than 20 years before switching to Gomo from Singtel Combo plan. Gomo seem like do not value existing subscribers by not offer them perks as new subscribers. I am very disappointed with Gomo."
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"Gomo offers a very competitive price compared to other telco providers, it comes with a huge data plan, clear incoming and outgoing voice calls, and a plenty of sms service. It also offers a fast and easy porting , simple and easy of billing via app and various kinds of mobile apps offered on the Gomo apps"
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"App's customer service needs improving.  Hard to change certain settings like payment method.  Took many tries before problem accelerated to live support.  AI needs to be more ""intuitive""."
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,Everything was good. Can use it underground. Connection coverage was good. Just that customer service was terrible and the billing was troublesome when you skip it once. your entire plan gets cancelled back to 20 for 20
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"[Customer Service] Could be better if they do away with the chat bot. Otherwise, customer service is good if you manage to reach an (human) agent"
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,Great customer service  [Customer Service]
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,Easy to use. Fast and reliable network. Easy to port over and track data usage. Mobile app is user friendly.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"3rd or 4th month into GOMO. Snagged it during a promo $20 for 40gb, 400min, 400sms. So far so good! Porting had been a breeze, so’s billing and everything else. Thus far a happy customer!"
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,[Customer Service] Customer service was great and very responsive! 
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,[Customer Service] Excellent customer service personnel! They helped me solve my issue when I first started using GOMO sim and even came back to check if everything was alright! Thank you so much!!
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,service is so much better than other telcos! am able to use 4G at places where service is hard to get.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"[Customer Service] Fast, and helpful, was having issue with portover thanks to previous telco with almost non existential Customer Service"
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"No problem with the network, and I even get network coverage in the MRTs! Will definitely remain a long-time GOMO customer."
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,[Customer Service] carefully told me what are the next steps and very kind enough to follow up. no issues with the network too!
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,Quite great because I can easily port my number over to gomo. It's quite cheap as well compared to my previous mobile service provider.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,[Customer Service] definitely one of the fastest response i have ever seen... they always answer the questions that you ask ...
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,Great service. Easy port over from Singtel. They even give extra data for free sometimes! Thank you gomo!!
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"Cheap, good and fast network! Hassle free porting over. Customer service were prompt and helpful with all enquires!"
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"Connection is fine across Singapore, customer service could be better but no problems thus far. Overall good experience"
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,"GOMO has good signal even when in tunnel, cheap and fuss-free porting over from other Telco. I'm a happy customer."
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,I switched to GOMO for the cheaper deals. Was not disappointed- great value and connectivity. Not sure about customer service yet though.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,I feel that the GOMO plan should be more fairness for customer who apply as early birds and not after all always see other better deal or promotions.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,[Customer Service] Available for you whenever you need it.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,My porting is as delayed for an entire day. And gomo did not have a call service so I had to keep communicating over the online chat portal. I ended up being unable to communicate/ attend work meetings because of the delay.
Level 2. Rookie,Updated on 04 Dec 2020,Purchased,[Customer Service] they were very efficient when I needed help with my bills. I was accidentally charged extra multiple times so I wrote in a report and they called me within a day to try to rectify
Level 2. Rookie,Updated on 30 Nov 2020,Purchased,[Customer Service] The online staff very experience to answer all my questions
Level 2. Rookie,Updated on 30 Nov 2020,Purchased,useless customer service!
Level 2. Rookie,Updated on 29 Nov 2020,Purchased,Just chat with another support agent (service was better) and further expedite the case. 
Level 3. Wonderkid,Updated on 26 Nov 2020,Purchased,GOMO by Singtel is a value for money SIM only mobile plan. Excellent and prompt service via GOMO app. Overall I had a excellent experience using GOMO. Highly recommended.
Level 2. Rookie,Updated on 25 Nov 2020,Purchased,[Customer Service] 
Level 3. Wonderkid,Updated on 17 Nov 2020,Purchased,Great network and coverage. Lots of data given and there are always GOMO gift for existing customers. would recommend others.
Level 2. Rookie,Updated on 09 Nov 2020,Purchased,Have been with GOMO since last year! :-) Always giving free data to existing customers woohoo! Always love that we have rewards and perks as well.
Level 3. Wonderkid,Updated on 05 Nov 2020,Purchased,"Been using GOMO for 1 year now. Porting in from Singtel is quite easy, takes about 3 working days for them to deliver the SIM chip. I initially had some trouble trying to contact customer support because I could only reach their virtual assistant on the website and needed to wait for a while. However, I feel that Gomo is a no-fuss plan, it's easy to track my GB usage on their app, and the network is as reliable as Singtel's, have had no issues at all with network connections. Every 2 months or so Gomo gives out freebies such as free 10GB, or a free Burple subscription for 2 months, etc. Not really necessary for me but I think it's nice."
Level 2. Rookie,Updated on 02 Nov 2020,Purchased,"Please do not use Gomo! Gomo is freaking terrible! I’ve made the 1st payment yet I didn’t receive any of the card. Contacted the customer service via the chat, yet was told that no order made although I have provided the payment proof! When asked for refund, still did not approve."
Level 2. Rookie,Updated on 23 Oct 2020,Purchased,"[Customer Service] worst ever customer service, never delivered service on time. no actual line to reach them, always need to spend 5mins verbally fighting with the robot before you can start texting a real human. They apologize ever time you express your frustration and dissatisfaction and continue doing the same, i.e., if you decide to switch to GOMO, you decide to introduce all these absurdity to your life. [Mobile App] sending you useless promo / updates but does not resolve your issues nor get you to the right person (if GOMO does have such a person)"
Level 2. Rookie,Updated on 11 Oct 2020,Purchased,"Had a terrible experience with GOMO and will never trust it again. I couldn't port in my number as an error message keep caming up, tried to resolve it with their online customer service and they were never able to help me with the problem I was having. They kept delaying replies and giving me responses which did not help in my situation. I got annoyed sitting infront of my screen typing the same problem to the numerous online staff that were trying to help solve my problem. They were just not apt to solve it and I wasn't able to use my GOMO sim even though I paid for it and was not able to get a refund as well. Overall terrible experience"
Level 3. Wonderkid,Updated on 04 Oct 2020,Purchased,"The second time was at the 6h mark of no service. This particular chatline staff was slightly better, apologised promptly and told me to wait till 2am because that’s the peak working hour of getting lines fixed.  At the 16h mark, I have had to grapple with being uncontactable at work, being unable to even log in to wireless sg without a line and unable to book a grab for transport. I contacted them again and a chatline staff by the name of Marielle just insisted I wait the full 24h. I asked for answers but all she told me was that it has already been raised to the relevant department. I asked how long more then do I have to wait? She said 24h. Once again, no answers, no service recovery, no callback offer.  Come on gomo. Your service recovery is non existent. And being a telco do you think going 48h without a line is reasonable? And to tell me that the IT people don’t work on weekends so I can only possibly get my line up and running tomorrow,72h later?????? "
Level 2. Rookie,Updated on 02 Oct 2020,Purchased,Gomo systems are not customer-centric. I was a former singtel user & switched to gomo. Gomo app is below standard.  The renewal service is not continuous.  My mthly cycle ends on 1 oct & gomo only renewed my plan settings on 2 oct after 8am!!! So i can't make calls before 8am if my talktime is zero. I switching to other telco
Level 3. Wonderkid,Updated on 22 Sep 2020,Purchased,"Hey All, I am here to share my bad experience with this GOMO when I had with them about 1year. I subscribe the service what I know is that the network reception is very poor during rainy days, undertunnel. Once I noticed during Public Holiday this GOMO turned off their service network and there is no network coverage during every Public Holiday in Singapore( Guess if you guys had been the same incident ). Even their customer support didnt do anything ( didnt do their job can say ), didnt follow up your case, no apology at all very bad. Finally I stop their service cos their Overall is very bad and i switch to GIGA which is 10x better. Hope before you guys subscribe better not take this GOMO service.👎👎👎👎"
Level 3. Wonderkid,Updated on 21 Sep 2020,Purchased,"GOMO has by far the worse policies imaginable. Customer service was basically no help at all, you basically threw the poor soul under the bus here."
Level 2. Rookie,Updated on 15 Sep 2020,Purchased,Standard singtel practice. Attract new customers but is a big hassle when porting over to another telco. Charged for service after porting out of GOMO as the port over was only completed by the other telco after the recurring payment deduction. Wont recommend GOMO if going for SIM only
Level 2. Rookie,Updated on 28 Aug 2020,Purchased,"GOMO was offering new subscribers 50GB forever but they refused to extend this promo to existing subscribers. I asked customer service and they said to enjoy this, I have to subscribe to a new plan. Unlike giga, I was upgraded to their 45GB plan. I have both lines."
Level 2. Rookie,Updated on 27 Aug 2020,Purchased,"Got SIM on Time, but GOMO team not sure when service can be activated. Made a mistake. Contacted multiple times but same answer."
Level 2. Rookie,Updated on 17 Jul 2020,Purchased,Customer Service: Quick and friendly.
Level 2. Rookie,Updated on 13 Jul 2020,Purchased,So far so good. No problem such as connectivity issues and downtime with Gomo. Can't really say much for their customer service as I had never contacted them regarding any issue.
Level 2. Rookie,Updated on 13 Jul 2020,Purchased,GOMO is offering best services. Just need to have small top ups for data as now have only 10$ data bump.
Level 2. Rookie,Updated on 13 Jul 2020,Purchased,"Gave customer service 3 stars not because they were not responsible (in fact they are very responsive and it was easy to transit from talking to a bot to talking to a real person), but because I wanted to move from the $20 plan to the $30 for 50GB plan and was told that the only way was to to cancel my old line and sign up for a new line. "
Level 2. Rookie,Updated on 13 Jul 2020,Purchased,"Wasn't informed or aware that once my number is ported over to GOMO, I will not be able to make any international calls. Called the customer service and the officer asked me to use chatting apps such as Whatsapp to make calls. I was trying to make calls to banks and offices overseas, thus the option was not helpful at all. Please consider to at least make the option (such as purchasing credits?) available for your customers to make international calls. I am now considering to switch back to the usual postpaid line. Thank you."
Level 2. Rookie,Updated on 12 Jul 2020,Purchased,Fuss free registration. Good signal and Speed. Impressed with customer service. No problem thus far.
Level 2. Rookie,Updated on 12 Jul 2020,Purchased,"Customer Support is only available via online chat though. Got to get used to it. However, I get connected to a customer support officer quickly."
Level 2. Rookie,Updated on 11 Jul 2020,Purchased,Great value and service from GOMO. Port in was prompt and fuss free. Looking forward to lower priced plans in future. Thank you!
Level 2. Rookie,Updated on 11 Jul 2020,Purchased,This plan It's very good👍I surely will recommend family and friend to use it.Network very fast customer service excellent
Level 2. Rookie,Updated on 11 Jul 2020,Purchased,I like the ease of use but wish there are more promotion to give to your loyal customer who port in.
Level 2. Rookie,Updated on 11 Jul 2020,Purchased,"I switched from Singtel postpaid plan where i used to pay $80 on average for a 9 gb plan (with add ons). i made the change as soon as i could and never looked back. porting over was very simple, but i had to wait a while before the service turn active! i even got my mom onboard!"
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"Great experience so far, no glitches. Porting of number from different telco was smooth. Good customer service, easy to use app. Billing is a breeze."
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"Switched over to Gomo recently and it's been a great decision! I now get more data, sms & minutes at a lower price. Network can be a bit spotty at times but nothing too different from my previous provider. Customer service is helpful!"
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"Cheapest, reliable and fastest telecommunication service in singapore. Always recommend to my friends around."
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,There is never can get thru contact with the customer service crew.
Level 3. Wonderkid,Updated on 10 Jul 2020,Purchased,"Generally reliable service and fuss-free payment process, the mobile app was also helpful for tracking data use etc!"
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Cheap and easy to port over and pay monthly. App is very user friendly too. Going overseas and purchasing data is also fuss free. Recommended!
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,[Customer Service] Very fast reply and polite.
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,[Customer Service] The GOMO was impressive with prompt response both from the robot and human customer service. It is indeed faster when you speak to 1688. Great job. All problems are solved accordingly.
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,I choose GOMO over other telco because of it has wide and stable network at a friendly price! Out of data can just simply too up sgd10 for 10GB and including talk time and message for one month! To me very worth it!
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"[Customer Service] However can improve on customer support as it only has robo agent, also can introduce"
Level 3. Wonderkid,Updated on 10 Jul 2020,Purchased,Affordable plan and i managed to save on my mobile plan converting from Singtel. I love how easy it is to track my usage with the app. For $20 a month i think its definitely worth it. The customer service is ok online. There was one downtime so far. Its still bearable.
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Good at its customer service. And love for its high speed data and connectivity. And everything you can enjoy without any contarct.
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Excellent telco service! Super easy to port over to the new service! And BIG LOVE to the packaging and user interface!!
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"LOVE THE SERVICE, RECEPTION ON POINT,"
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"GOMO’s customer service could be improved, as the current talk bot does not response quick enough when you have pressing issue to enquire."
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"Super user friendly app, where you can check current limits as well as purchase upgrades when traveling abroad! So easy."
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"smooth transfer, good customer service, intuitive & cute app. reasonable monthly fee and good network. [Customer Service]"
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Great customer service experience! Speedy internet network and great varieties of numbers to choose on.
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"Value for money, easy to set up. User friendly mobile app to track the usage. Will recommend to friends."
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Network is stable and it is easy to track. Though there is no customer service hotline to call but they have chat that can help in most aspect.
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,it was quick and easy to switch over to this telco and the app is user-friendly. have had no problems or issues thus far. great telco!
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Affordable and fast server. Porting over process was relatively easy and fuss-free. Customer service is good as well.
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"Ease of porting, stable network, hassle free billing, user-friendly app, prompt customer service, occasional promo code for new users. 👍🏻"
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"Great reception, value for money! Really enjoy using the service :) Will continue to use the service"
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Value added for money in terms of GOMO-promotional-deals promotions like free GB talktime and SMS along side with excellent customer-service-support experience.. My family members are using it as well...
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"The service is easy to use, very quick to Port over and the terms and data bundles are so easy to understand. $10 for 10GB, with a reasonable cost! First time user of a SIM only plan and VERY satisfied!"
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Value for money plan. Billing is hassle free just charged $20 to my credit card. Mobile app is user friendly n vibrant
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Fuss free and easy to use. Good coverage easy to port in easy to track fuss free renewal ........ easy to access customer service
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,App is sufficient. Lack of promotion for existing customers though.
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Cheap and value for money plan. Not forgetting trustworthy data and customer service all time round!
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,[Customer Service] I seek online customer support to help me with my portover and sign up on Gomo website and it was so convenient.  I liked how the customer service officer shared that i could use UOB SingTel card to earn rebates and discounts on my bills. Ease of payment :)
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"Network is pretty good, customer service - took a while for them to get back, portover took about 4h plus and overall a value for money plan!"
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"I really enjoy gomo, and at the same time enjoy welfare of additional free data if 20gb or other perps like food or services"
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,[Customer Service] I had an issue with mobile hotstpot and the customer service on the webchat was very helpful!
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"Very easy to sign up and port my number. Network coverage is good as well and billing is also made easy. So happy to find GOMO plan , it’s Also environmentally friendly , electronic Bills is better than paper bills ."
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,I’ve been using GOMO for since it has launched and never regretted the decision even once. GOMO has a very reliable service with the most affordable data. Highly recommended!
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Overall good network service and reasonably priced plans. Customer service was prompt on the chat and call. Didn't like the fact that they don't give invoices but it's a small issue. Like that there are cheaper rates to use data overseas too!
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Easy to port in. Don’t need to wait for too long. Hope to enjoy the services longer. No service is good service
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,User friendly and funky
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Hassle free porting and stable network. Apps are user friendly and it’s easy to manage billing method as well.
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,[Customer Service] Fast and reliable chat support.
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Am very satisfied with the service and the plan so far. There are currently no issues with the plan.
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"Value for money, seamless way to top up, generous data add on. Customer service was very helpful. Love the mobile app. Connection was amazingly strong. [Customer Service] "
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,I love gomo service. Transparent package details and solve customer problem anytime! Never regret to sign up gomo. Cheapest in the town
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Excellent customer service! Great varieties number to choose and speed is fast! Additional data top up immediately after ran out.
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Very nice network! Good customer service and easy to use especially their app. Good internet connection too!
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"GOMO is a value for money plan with a strong mobile network, fast service and quick delivery of the card. Have recommended many friends to join GOMO and they agree too!"
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"good network and data but however, customer service wasn’t up to standard as i’ve received no replies from the customer service at all"
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"Gomo has been good value for money and network seems generally stable. However, the customer support is limited"
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,Good data connection and also customer service is 10/10! Fast porting over and app is user friendly!
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,[Customer Service] amazing and fast customer service. Ran out of data and i simply could chat and top up. Overall amazinf couldnt ask for anything more
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"perfect service, simple and more fun! I recommend to my friends and they are all satisfied. :) :) :)"
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"Very fast data and convenient user friendly app, the price is worth what you get as well, probably the most worth deal"
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,I like Gomo，it was quite easy and fast to port over. The monthly package is great for value. Network is stable. Will continue to use the service.
Level 3. Wonderkid,Updated on 03 Jul 2020,Purchased,Very user friendly & colorful.
Level 3. Wonderkid,Updated on 24 Jun 2020,Purchased,[Network] [Customer Service]
