,post_title,post_username,post,reply to
1568,"SAF IPPT, IPT & RT Questions...",fermidox,Alright thanks! but i heard hor if never will kena charge?,NIL
1569,"SAF IPPT, IPT & RT Questions...",fermidox,"Cannot specify scared kenna, all i can is its wear blue uniform de",lowzeewee wrote: what division is this ? don't they realize it is a bad time to be forcing people to congregate during this period ?!
1570,"SAF IPPT, IPT & RT Questions...",lowzeewee,isn't it a unit rather than a division ?,"fermidox wrote: Cannot specify scared kenna, all i can is its wear blue uniform de"
1571,"SAF IPPT, IPT & RT Questions...",lowzeewee,"best to check with your unit, or division.",fermidox wrote: Alright thanks! but i heard hor if never will kena charge?
1572,"SAF IPPT, IPT & RT Questions...",Calander,SPF classifies themselves as Division as all NSmen are managed by one division.  Whereas under the SAF is the respective units handle the NSmen.,lowzeewee wrote: isn't it a unit rather than a division ?
1573,"SAF IPPT, IPT & RT Questions...",Calander,"just think of it that you are not the only one... and to be safe, contact your NS department.  btw it is your responsibility to actually start as early as possible to clear your window.. why wait till the last minute and bring all excuses into the picture? Luckily now everyone has a more valid excuse which is the CB.",saycheese wrote: My window close in 2 week of July and I haven't attended a single session of Ipt. How sia... Will be waived off?
1574,"SAF IPPT, IPT & RT Questions...",saycheese,"my responsibility is to complete it within the given window. Not to start as early as possible. That is a privilege. Don't talk down like you're an officer. We are on an open forum, not within SAF. It's funny that you are saying Circuit Breaker is an excuse for NSman to abuse when it is a legitimate reason that had affected countless sinkies' livelihood and also brought upon negative impact to NSmen's lives. Please note that while various countries had stopped all mass gathering, Singapore Govt was still adopting a wait-and-see approach. I was supposed to be mobilized in early March, only for it to be cancelled on the very day itself. This is despite various countries including South Korea, had cancelled all military training so as to prevent the spread of COVID-19. I opted not to attend training sessions since then because COVID-19 is extremely infectious and unknown. This is so as to not endanger my family's life and colleagues at my workplace. Just in case, you're not aware given how socially obtuse you are in your response, this is being civic-conscious and doing my small part in not spreading it further. What happened if we NSMen were to be infected during training sessions? Can't believe that you are simply shaking it off a serious issue which is COVID-19 to be just a convenient excuse for NSMen. TLDR: It's not NSMan responsibility to complete their window ASAP, neither are both COVID-19 and Circuit Breaker ""Excuses"" for those Sinkies who are unable to complete within the given window.","Calander wrote: just think of it that you are not the only one... and to be safe, contact your NS department.  btw it is your responsibility to actually start as early as possible to clear your window.. why wait till the last minute and bring all excuses into the picture? Luckily now everyone has a more valid excuse which is the CB."
1575,"SAF IPPT, IPT & RT Questions...",lowzeewee,"ah, thought it was NDU due to the blue unform. lol.",Calander wrote: SPF classifies themselves as Division as all NSmen are managed by one division.  Whereas under the SAF is the respective units handle the NSmen.
1576,"SAF IPPT, IPT & RT Questions...",Calander,haha.. NDU doesn't classify themselves as a Division. If yes then commandos itself is a division too. Not a Bn.,"lowzeewee wrote: ah, thought it was NDU due to the blue unform. lol."
1577,"SAF IPPT, IPT & RT Questions...",Calander,"yes you are right. But by leaving it to the later stage and risking yourself from possible charges and getting the inconvenience that arises from the administration, or to clear early without having the worry to contact who and so on. This is your choice to choose. For your case, the only option for you is to contact NS portal or PNSD to clarify and seek extension. But for this covid incident, the govt may release an official statement on this extention.","saycheese wrote: my responsibility is to complete it within the given window. Not to start as early as possible. That is a privilege. Don't talk down like you're an officer. We are on an open forum, not within SAF.  It's funny that you are saying Circuit Breaker is an excuse for NSman to abuse when it is a legitimate reason that had affected countless sinkies' livelihood and also brought upon negative impact to NSmen's lives.  Please note that while various countries had stopped all mass gathering, Singapore Govt was still adopting a wait-and-see approach. I was supposed to be mobilized in early March, only for it to be cancelled on the very day itself. This is despite various countries including South Korea, had cancelled all military training so as to prevent the spread of COVID-19. I opted not to attend training sessions since then because COVID-19 is extremely infectious and unknown. This is so as to not endanger my family's life and colleagues at my workplace. Just in case, you're not aware given how socially obtuse you are in your response, this is being civic-conscious and doing my small part in not spreading it further.  What happened if we NSMen were to be infected during training sessions? Can't believe that you are simply shaking it off a serious issue which is COVID-19 to be just a convenient excuse for NSMen.  TLDR: It's not NSMan responsibility to complete their window ASAP, neither are both COVID-19 and Circuit Breaker ""Excuses"" for those Sinkies who are unable to complete within the given window."
1578,"SAF IPPT, IPT & RT Questions...",ragegoh,"This I can relate. I was studying part time and holding a full time job. Took an engineering degree which involves lab sessions in weekdays. 4 lessons a week not including the assignments and projects. The only time I can rest properly is 2 days. I usually clear the sessions during semesters break. And sometimes, work simply doesn’t allow me to leave early. I have to reach FCC by 6:45pm latest maybe 7pm? If I’m lucky they will let me in pro.  However this year is different. I can clear the window in one month. I started in Feb with a 3 months buffer but sessions were either full or cancelled. To be honest I’m worried about the covid evolving situation at that time. But I still have to do my best to clear as many sessions as possible. The situation is as such the Trainers actually called us one by one to notify us of the cancellation. Then all my sessions got cancelled by NS portal. I rebooked. Then CB came. Then Mindef waived my window. My new window has just started. And as days pass by, my window is getting shorter. So yes, it is our responsibility to clear the window WITHIN the one year period.  Just like years ago, we have to clear 10sessions IPT and then 3 months for 8 RT. Our own responsibility is to clear the required sessions within the stipulated time frame.",NIL
1579,"SAF IPPT, IPT & RT Questions...",xavier.lim,"My situation is same as you, window close in 3rd week of July, I wrote in to Mindef and just received a letter that it will be waived off for current window.",saycheese wrote: My window close in 2 week of July and I haven't attended a single session of Ipt. How sia... Will be waived off?
1580,"SAF IPPT, IPT & RT Questions...",Chao_Ah_Tiong,Actually for this kind of situation it can be negotiate one. you can contact MINDEF hotline or your unit S8 for help.  A few years ago I also kenna charge letter for not attending IPPT/IPT due to some circumstances but with the help of my unit's DYS8 they gave me a chance and for the current situation it is even easier to get waiver for this cycle IMO as it is no one's fault to have this kind of situation happened. So don't need to worry so much as I don't think MINDEF is that ireasonable to punish people for things that they didn't do wrong.,NIL
1581,"SAF IPPT, IPT & RT Questions...",MoyoCase,"in current situation, yes its easier.",Chao_Ah_Tiong wrote: Actually for this kind of situation it can be negotiate one. you can contact MINDEF hotline or your unit S8 for help.  A few years ago I also kenna charge letter for not attending IPPT/IPT due to some circumstances but with the help of my unit's DYS8 they gave me a chance and for the current situation it is even easier to get waiver for this cycle IMO as it is no one's fault to have this kind of situation happened. So don't need to worry so much as I don't think MINDEF is that ireasonable to punish people for things that they didn't do wrong.
1582,"SAF IPPT, IPT & RT Questions...",SMLeir,"Received a letter from NSAD today dated 20 May 2020 informing me that I am granted a one-time waiver for my annual IPPT requirement for my current window. By right, my window closes at late July 2020. Hope this information clears things up for some people.",NIL
1583,"SAF IPPT, IPT & RT Questions...",black_and_white,Same I received my letter today. Window closes early july for me.,"SMLeir wrote: Received a letter from NSAD today dated 20 May 2020 informing me that I am granted a one-time waiver for my annual IPPT requirement for my current window. By right, my window closes at late July 2020. Hope this information clears things up for some people."
1584,"SAF IPPT, IPT & RT Questions...",deathblade82,"Did you write in to them to ask for waiver ? Mine also closes end July, till now no letter from them yet.","SMLeir wrote: Received a letter from NSAD today dated 20 May 2020 informing me that I am granted a one-time waiver for my annual IPPT requirement for my current window. By right, my window closes at late July 2020. Hope this information clears things up for some people."
1585,"SAF IPPT, IPT & RT Questions...",TTS2020,"Hi, taking my ippt at Khatib camp soon, how's it? Any FR to share? TIA",NIL
1586,"SAF IPPT, IPT & RT Questions...",deathblade82,How soon ?,"TTS2020 wrote: Hi, taking my ippt at Khatib camp soon, how's it? Any FR to share? TIA"
1587,"SAF IPPT, IPT & RT Questions...",nit3ex,Can resume IPPT meh?,"TTS2020 wrote: Hi, taking my ippt at Khatib camp soon, how's it? Any FR to share? TIA"
1588,"SAF IPPT, IPT & RT Questions...",SMLeir,I did not.,"deathblade82 wrote: Did you write in to them to ask for waiver ? Mine also closes end July, till now no letter from them yet."
1589,"SAF IPPT, IPT & RT Questions...",deathblade82,Probably your unit do it for you.,SMLeir wrote: I did not.
1590,"SAF IPPT, IPT & RT Questions...",firsttimebuyer,"Call NS hotline. The letter may have gone missing thanks to Singpost. If IPPT window close late July, you should have received the waiver letter by now.","deathblade82 wrote: Did you write in to them to ask for waiver ? Mine also closes end July, till now no letter from them yet."
1591,"SAF IPPT, IPT & RT Questions...",deathblade82,Received last Fri.,"firsttimebuyer wrote: Call NS hotline. The letter may have gone missing thanks to Singpost. If IPPT window close late July, you should have received the waiver letter by now."
1592,"SAF IPPT, IPT & RT Questions...",saycheese,Same here. Received notice of waiver last Friday too.,deathblade82 wrote: Received last Fri.
1593,"SAF IPPT, IPT & RT Questions...",RocketBunny,can't book any ipt. Seems like only sept 1 and 2 can book only,NIL
1594,"SAF IPPT, IPT & RT Questions...",kkboy1,"Only three dates 1,2,3 sept for IPPT. Wait for phase two for them to release.",NIL
1595,"SAF IPPT, IPT & RT Questions...",Wryer,Anyone with August birthdays received waivers for the window? I usually clear it via IPT. But it's becoming very likely I don't have enough time to do that given the situation.,NIL
1596,"SAF IPPT, IPT & RT Questions...",CutMango,Same here. My Birthday late august. Wondering if can get waiver. Do we need to write in to MINDEF ? or is there any hotline to call ?,Wryer wrote: Anyone with August birthdays received waivers for the window? I usually clear it via IPT. But it's becoming very likely I don't have enough time to do that given the situation.
1597,"SAF IPPT, IPT & RT Questions...",b4zabeat,How does the waiver for ippt work? Will they notify us?,NIL
1598,"SAF IPPT, IPT & RT Questions...",wav35_,For my case is sms notification followed by a mailer to registered address. Back in April.,b4zabeat wrote: How does the waiver for ippt work? Will they notify us?
1599,"SAF IPPT, IPT & RT Questions...",origamii,Just receive letter for ippt annual waiver for this year .,NIL
1600,"SAF IPPT, IPT & RT Questions...",origamii,I’m august bday just receive the waiver. You will receive a letter soon,Wryer wrote: Anyone with August birthdays received waivers for the window? I usually clear it via IPT. But it's becoming very likely I don't have enough time to do that given the situation.
1601,"SAF IPPT, IPT & RT Questions...",D3stinyx,Waiver till Aug this year,NIL
1602,"SAF IPPT, IPT & RT Questions...",ohmyglob,October birthday will there be waiver?,NIL
1603,"SAF IPPT, IPT & RT Questions...",Zetrio2006,Will get one.  The army men probably deployed to do things covid related.,ohmyglob wrote: October birthday will there be waiver?
1604,"SAF IPPT, IPT & RT Questions...",Chao_Ah_Tiong,Depends on situation I suppose. But looking at current trend I think the chances are quite high.,ohmyglob wrote: October birthday will there be waiver?
1605,"SAF IPPT, IPT & RT Questions...",toyboy_777,My birthday in oct and they told me mine will be waived. I emailed them and asked and they told me that.,Chao_Ah_Tiong wrote: Depends on situation I suppose. But looking at current trend I think the chances are quite high.
1606,"SAF IPPT, IPT & RT Questions...",-Grift-,Oh? Recently just booked my sept IPPT,toyboy_777 wrote: My birthday in oct and they told me mine will be waived. I emailed them and asked and they told me that.
1607,"SAF IPPT, IPT & RT Questions...",theMKR,i tot aug then start?,-Grift- wrote: Oh? Recently just booked my sept IPPT
1608,"SAF IPPT, IPT & RT Questions...",-Grift-,"They released slots for September 1st onwards, SMS said that waiver was until 31st August Hope got waiver bah",theMKR wrote: i tot aug then start?
1609,"SAF IPPT, IPT & RT Questions...",theMKR,"hmmm open liao arh, then i go book 1st, i can only do on weekends sia, but i working on weekends 9am to 7pm  ok, booked all sundays  the slots of little, really must book 1st sia","-Grift- wrote: They released slots for September 1st onwards, SMS said that waiver was until 31st August Hope got waiver bah"
1610,"SAF IPPT, IPT & RT Questions...",firsttimebuyer,"I did 9 out of 10 session, my letter said waived for this year but when I go to NS Portal, it still say I need to clear my IPPT by end of this month...........",NIL
1611,"SAF IPPT, IPT & RT Questions...",firezblade,Is there any announcement on ipt/rt for nsmen? The previous date I saw on ns.sg is 30 jun.  My window opened 3 months ago.......  Thanks!,NIL
1612,"SAF IPPT, IPT & RT Questions...",firsttimebuyer,"Can check NS portal, maybe inside will state.",firezblade wrote: Is there any announcement on ipt/rt for nsmen? The previous date I saw on ns.sg is 30 jun.  My window opened 3 months ago.......  Thanks!
1613,"SAF IPPT, IPT & RT Questions...",b4zabeat,I also logged into NS portal and it seems that ippt is resuming in Sep. But only show booking dates until Oct.  Does anyone know if ICT is also resuming during this period?,NIL
1614,"SAF IPPT, IPT & RT Questions...",Chao_Ah_Tiong,I have ICT on late October and so far there is no news of it being postponed.,b4zabeat wrote: I also logged into NS portal and it seems that ippt is resuming in Sep. But only show booking dates until Oct.  Does anyone know if ICT is also resuming during this period?
1615,"SAF IPPT, IPT & RT Questions...",lowzeewee,My August ICT was cancelled.,b4zabeat wrote: I also logged into NS portal and it seems that ippt is resuming in Sep. But only show booking dates until Oct.  Does anyone know if ICT is also resuming during this period?
1616,"SAF IPPT, IPT & RT Questions...",supersnail0,So sian for IPPT,NIL
1617,"SAF IPPT, IPT & RT Questions...",boliao123,"Called ns hotline and was told my ippt requirement waived (bday in sept) and expected to receive notification about this frm my unit, so far haven't got notified by my unit though.",NIL
1618,"SAF IPPT, IPT & RT Questions...",haichijia,When can start ippt? During covid I buff myself up and should be able to finally pass my iPpt,NIL
1619,"SAF IPPT, IPT & RT Questions...",b4zabeat,From the NS portal it seems that we can book in Sep and Oct,haichijia wrote: When can start ippt? During covid I buff myself up and should be able to finally pass my iPpt
1620,"SAF IPPT, IPT & RT Questions...",-Grift-,"September bday and had live chat with NS portal and they said  Quote: MINDEF have temporarily suspended the conduct of IPPT, IPT and RT for SAF NSmen at FCCs, SAFRA gyms and IPT-in-the-Park till 31 Aug (inclusive). This suspension may be extended if the COVID-19 situation does not improve. Health Screening Programme (HSP) will also be deferred. Quote: As you are one of the NSmen affected by the closure, your current window will be waived. However, your NS portal will only be updated on the waiver once your current IPPT window closes. You will also be receiving the SMS and letter regards to the waiver nearing your window closing date (SMS). You will also be receiving the letter 3 weeks from either the time the SMS is sent, nearing the window closure or after your window close. And when asked about my IPPT booking which I have on 1st sept Quote: You may log in to cancel the IPPT session. Do check with them and share results",b4zabeat wrote: From the NS portal it seems that we can book in Sep and Oct
1621,"SAF IPPT, IPT & RT Questions...",claypot_king,I think all activity up to Aug bah...  Mine Nov ICT still on.....,lowzeewee wrote: My August ICT was cancelled.
1622,"SAF IPPT, IPT & RT Questions...",minamikaze,Just booked ippt in September. Wanna clock my couple hundred $ :p,NIL
1623,"SAF IPPT, IPT & RT Questions...",Renfred001,"Any pre enlistee trying to book ippt at kranji fcc for tmr?  I've been having so much trouble with the booking portal. (booked it, once I refresh or whatever, it'll say I haven't booked it....)  Any idea if I just head down tmr I can get my ippt done and any suggestion for timing to go down if so?",NIL
1624,"SAF IPPT, IPT & RT Questions...",reddevil0728,Call NS Hotline. In normal times already cannot anyhow. During C19 so many places only accept appointments. What’s the chances of you being able to walk in??,"Renfred001 wrote: Any pre enlistee trying to book ippt at kranji fcc for tmr?  I've been having so much trouble with the booking portal. (booked it, once I refresh or whatever, it'll say I haven't booked it....)  Any idea if I just head down tmr I can get my ippt done and any suggestion for timing to go down if so?"
1625,"SAF IPPT, IPT & RT Questions...",Renfred001,I have no idea man.. I can wake up early to go and try. Never been to kranji fcc. Don't know what it's like. I'm a noob basically. I called ns hotline many times. Told me they escalate it and may get a call today or tmr morning.  Tmr is my last chance to book ippt (portal wasn't working for 3 weeks and I only had 1 month notice),reddevil0728 wrote: Call NS Hotline. In normal times already cannot anyhow. During C19 so many places only accept appointments. What’s the chances of you being able to walk in??
1626,"SAF IPPT, IPT & RT Questions...",reddevil0728,"It’s in an army camp, what makes you think you can just go in? When did you call them?",Renfred001 wrote: I have no idea man.. I can wake up early to go and try. Never been to kranji fcc. Don't know what it's like. I'm a noob basically. I called ns hotline many times. Told me they escalate it and may get a call today or tmr morning.  Tmr is my last chance to book ippt (portal wasn't working for 3 weeks and I only had 1 month notice)
1627,"SAF IPPT, IPT & RT Questions...",-Grift-,Down for 3 weeks? Cannot be ah unless you only try on weekends.,Renfred001 wrote: I have no idea man.. I can wake up early to go and try. Never been to kranji fcc. Don't know what it's like. I'm a noob basically. I called ns hotline many times. Told me they escalate it and may get a call today or tmr morning.  Tmr is my last chance to book ippt (portal wasn't working for 3 weeks and I only had 1 month notice)
1628,"SAF IPPT, IPT & RT Questions...",Renfred001,A week back. Ah I see. Thanks for headsup,"reddevil0728 wrote: It’s in an army camp, what makes you think you can just go in?  When did you call them?"
1629,"SAF IPPT, IPT & RT Questions...",Renfred001,Nope. Tried everyday,-Grift- wrote: Down for 3 weeks? Cannot be ah unless you only try on weekends.
1630,"SAF IPPT, IPT & RT Questions...",reddevil0728,You should have called earlier. I guess you just got to live with it lor,Renfred001 wrote: A week back.  Ah I see. Thanks for headsup
1631,"SAF IPPT, IPT & RT Questions...",kkboy1,This year many ippt will be waived. We don't know the situation getting better or worse.,NIL
1632,"SAF IPPT, IPT & RT Questions...",Renfred001,"Anyone knows if for example I'm enlisting on 12 Aug 2020 but managed to pass ippt before enlisting according to their protocol and stuff so no issue.  I was told I will get another enlistment date soon. So, 12 Aug + 8 weeks later is enlistment date?  Anyone knows or has experienced same thing?",NIL
1633,"SAF IPPT, IPT & RT Questions...",reddevil0728,It can be the batch after if the upcoming enhanced batch is full,"Renfred001 wrote: Anyone knows if for example I'm enlisting on 12 Aug 2020 but managed to pass ippt before enlisting according to their protocol and stuff so no issue.  I was told I will get another enlistment date soon. So, 12 Aug + 8 weeks later is enlistment date?  Anyone knows or has experienced same thing?"
1634,"SAF IPPT, IPT & RT Questions...",reddevil0728,Thought resuming already,nightrider-49 wrote: Hoping my end-of-year one gets waived too!
1635,"SAF IPPT, IPT & RT Questions...",Chao_Ah_Tiong,News have said that all IPPT/IPT/RT have been cancelled until 30 Sep.  I have a feeling that it is not impossible that everyone will have their current window waived.,NIL
1636,"SAF IPPT, IPT & RT Questions...",reddevil0728,If it drags till Dec maybe,Chao_Ah_Tiong wrote: News have said that all IPPT/IPT/RT have been cancelled until 30 Sep.  I have a feeling that it is not impossible that everyone will have their current window waived.
1637,"SAF IPPT, IPT & RT Questions...",theMKR,can save money from not having to pay rank pay,Chao_Ah_Tiong wrote: News have said that all IPPT/IPT/RT have been cancelled until 30 Sep.  I have a feeling that it is not impossible that everyone will have their current window waived.
1638,"SAF IPPT, IPT & RT Questions...",Slavor,Birthday early October and just received my IPPT waiver letter.,NIL
1639,"SAF IPPT, IPT & RT Questions...",wav35_,they can save ippt monetary rewards too,theMKR wrote: can save money from not having to pay rank pay
1640,"SAF IPPT, IPT & RT Questions...",vaguejizz,This year still have reservice?,NIL
1641,"SAF IPPT, IPT & RT Questions...",reddevil0728,If you got SAF100 sure,vaguejizz wrote: This year still have reservice?
1642,"SAF IPPT, IPT & RT Questions...",cleffa3000,"ippt still got waived or not  how ppl going to run 2.4km , without having close proximity",NIL
1643,"SAF IPPT, IPT & RT Questions...",RocketBunny,Got... Next week going back liao,vaguejizz wrote: This year still have reservice?
1644,"SAF IPPT, IPT & RT Questions...",matey1982,what's IPPT/RT?,Chao_Ah_Tiong wrote: News have said that all IPPT/IPT/RT have been cancelled until 30 Sep.  I have a feeling that it is not impossible that everyone will have their current window waived.
1645,"SAF IPPT, IPT & RT Questions...",Charlie Cho,"Seriously if you have nothing constructive to say, just shut the fark up.",matey1982 wrote: what's IPPT/RT?
1646,"SAF IPPT, IPT & RT Questions...",matey1982,oei u is sho rude don't spit your vulgar on ex NSman who r in this forum dey  i being thrgh the system done my full quota of 10yr cycle  if u havent just STFU dey,"Charlie Cho wrote: Seriously if you have nothing constructive to say, just shut the fark up."
1647,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Have to see Oct if they open loh. My window closing in Jan. I have booked test in Oct. Now training up  If Oct resume IPPT, i would say no need to wear mask when running as what the public do now. But the pax per group will be smaller.  Posted from PCWX using SM-G973F","cleffa3000 wrote: ippt still got waived or not how ppl going to run 2.4km , without having close proximity"
1648,"SAF IPPT, IPT & RT Questions...",Charlie Cho,I am also MR already but I dun think I am a big fark like you. You think you MR liao big fark is it? You already MR is your business dun need to make fun of others who are still serving.,matey1982 wrote: oei u is sho rude don't spit your vulgar on ex NSman who r in this forum dey  i being thrgh the system done my full quota of 10yr cycle  if u havent just STFU dey
1649,"SAF IPPT, IPT & RT Questions...",reddevil0728,How is that make fun???? Ain’t it just a qns?,Charlie Cho wrote: I am also MR already but I dun think I am a big fark like you. You think you MR liao big fark is it?  You already MR is your business dun need to make fun of others who are still serving.
1650,"SAF IPPT, IPT & RT Questions...",Calander,depends on ur unit. U will get SAF100 if there is.,vaguejizz wrote: This year still have reservice?
1651,"SAF IPPT, IPT & RT Questions...",Calander,"did mindef sent u any msg indicating the waiver of your window? if yes, means waived. Otherwise, book the next avail IPPT and pass it.","cleffa3000 wrote: ippt still got waived or not  how ppl going to run 2.4km , without having close proximity"
1652,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"Slots seem to be blanked out through November when I checked a few hours ago. If by Dec still not opened, I confirm won't be able to clear before bday in mid-Jan. Shall see if there is waiver by then.",NIL
1653,"SAF IPPT, IPT & RT Questions...",flowerpalms,Oct have what. I booked mine in Oct. Window ending in Jan  Posted from PCWX using SM-G973F,"Nuclear Boy wrote: Slots seem to be blanked out through November when I checked a few hours ago. If by Dec still not opened, I confirm won't be able to clear before bday in mid-Jan. Shall see if there is waiver by then."
1654,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"I checked last night, all blanked, no slots thru Nov. I'm on IPT, for context.",flowerpalms wrote: Oct have what. I booked mine in Oct. Window ending in Jan  Posted from PCWX using SM-G973F
1655,"SAF IPPT, IPT & RT Questions...",flowerpalms,Oh IPT. Then i not sure liao. I book ippt  Posted from PCWX using SM-G973F,"Nuclear Boy wrote: I checked last night, all blanked, no slots thru Nov. I'm on IPT, for context."
1656,"SAF IPPT, IPT & RT Questions...",chaosjian27,"Oo!! So means no bookings for IPPT, IPT, RT till Nov?",NIL
1657,"SAF IPPT, IPT & RT Questions...",flowerpalms,Slots are opened for ippt in Oct. My window ending in Jan and i have booked my ippt in Oct  Posted from PCWX using SM-G973F,"chaosjian27 wrote: Oo!! So means no bookings for IPPT, IPT, RT till Nov?"
1658,"SAF IPPT, IPT & RT Questions...",Gametaku,I think they will cancel the october slot. i also booked oct slot for rt but cannot amend any session.,flowerpalms wrote: Slots are opened for ippt in Oct. My window ending in Jan and i have booked my ippt in Oct  Posted from PCWX using SM-G973F
1659,"SAF IPPT, IPT & RT Questions...",flowerpalms,My window closing early Jan. Olala,"Giroman wrote: Latest Update : IPPT, ICT to resume progressively from October; NSmen returning for training will get tested for Covid-19  SINGAPORE - Individual physical proficiency tests (IPPT) and in-camp training (ICT) for operationally-ready national servicemen (NSmen) will resume progressively from October, said the Ministry of Defence (Mindef) on Thursday (Sept 3).  Singapore Armed Forces NSmen whose IPPT window closes on or before Feb 7, 2021 will be granted a one-time waiver.    https://www.straitstimes.com/singapo...ill-get-tested"
1660,"SAF IPPT, IPT & RT Questions...",Giroman,"Latest Update : IPPT, ICT to resume progressively from October; NSmen returning for training will get tested for Covid-19  SINGAPORE - Individual physical proficiency tests (IPPT) and in-camp training (ICT) for operationally-ready national servicemen (NSmen) will resume progressively from October, said the Ministry of Defence (Mindef) on Thursday (Sept 3).  Singapore Armed Forces NSmen whose IPPT window closes on or before Feb 7, 2021 will be granted a one-time waiver.  https://www.straitstimes.com/singapo...ill-get-tested",NIL
1661,"SAF IPPT, IPT & RT Questions...",chaosjian27,Hahah yess! just saw this too!,NIL
1662,"SAF IPPT, IPT & RT Questions...",flowerpalms,My ICT was cancelled back in May. Not sure next year is when  Posted from PCWX using SM-G973F,chaosjian27 wrote: Hahah yess! just saw this too!
1663,"SAF IPPT, IPT & RT Questions...",Gametaku,"If I still have rt, does it mean waived too?",NIL
1664,"SAF IPPT, IPT & RT Questions...",flowerpalms,"Received the sms liao. But it says can still attempt. If we attempt , still can get money if pass? Fail no rt right?  Posted from PCWX using SM-G973F",NIL
1665,"SAF IPPT, IPT & RT Questions...",Gametaku,Eh what time you received the sms?,"flowerpalms wrote: Received the sms liao. But it says can still attempt. If we attempt , still can get money if pass? Fail no rt right?  Posted from PCWX using SM-G973F"
1666,"SAF IPPT, IPT & RT Questions...",flowerpalms,8.16pm  Posted from PCWX using SM-G973F,Gametaku wrote: Eh what time you received the sms?
1667,"SAF IPPT, IPT & RT Questions...",Gametaku,"In view of the waiver of IPPT/RT requirements, will I lose my opportunity to achieve my IPPT incentive? No, NSmen who are eligible for the waiver can still attempt IPPT, and qualify for incentives, should they do so before their IPPT window closes.","flowerpalms wrote: Received the sms liao. But it says can still attempt. If we attempt , still can get money if pass? Fail no rt right?  Posted from PCWX using SM-G973F"
1668,"SAF IPPT, IPT & RT Questions...",reddevil0728,But not clear about whether if fail need RT right?,"Gametaku wrote: In view of the waiver of IPPT/RT requirements, will I lose my opportunity to achieve my IPPT incentive?  No, NSmen who are eligible for the waiver can still attempt IPPT, and qualify for incentives, should they do so before their IPPT window closes."
1669,"SAF IPPT, IPT & RT Questions...",reddevil0728,You better get black and white from official channel about whether need to do RT if fail. People here can’t be held responsible,"flowerpalms wrote: Received the sms liao. But it says can still attempt. If we attempt , still can get money if pass? Fail no rt right?  Posted from PCWX using SM-G973F"
1670,"SAF IPPT, IPT & RT Questions...",flowerpalms,Ya loh later attempt liao fail then suay suay rt  Posted from PCWX using SM-G973F,reddevil0728 wrote: But not clear about whether if fail need RT right?
1671,"SAF IPPT, IPT & RT Questions...",chaosjian27,"Yeah same, my ICT is in Dec 2020, should be cancelled too! but next year need to wait for the call up again",NIL
1672,"SAF IPPT, IPT & RT Questions...",Gametaku,received sms that rt waived.,NIL
1673,"SAF IPPT, IPT & RT Questions...",Rayleigh1,Anyone knows if attempting IPPT counts as ORNS activity for income tax relief? Or is it counted only if I pass it or attend at least a certain number of times for IPT/IPPT?,NIL
1674,"SAF IPPT, IPT & RT Questions...",freedom-strike,"My current ippt window is closing on 9 Dec 2020, already had it cleared on 18 Jan 2020. Yesterday, i received an sms as follows -  ""Dear NSman, as your IPPT/RT window is affected by the current COVID-19 situation, you have been granted a one-time waiver of your annual IPPT/RT requirement. You will receive a letter by end Sep 20. Should you still wish to attempt the IPPT, you may do so before your IPPT window closes. Thank you.""  To be clear, what does the one-time waiver actually mean?",NIL
1675,"SAF IPPT, IPT & RT Questions...",reddevil0728,"If your window closes on or before Feb 7, 2021, and you can’t clear it, you don’t have to clear lor. But since you have already cleared, them this wouldn’t affect you.","freedom-strike wrote: My current ippt window is closing on 9 Dec 2020, already had it cleared on 18 Jan 2020. Yesterday, i received an sms as follows -  ""Dear NSman, as your IPPT/RT window is affected by the current COVID-19 situation, you have been granted a one-time waiver of your annual IPPT/RT requirement. You will receive a letter by end Sep 20. Should you still wish to attempt the IPPT, you may do so before your IPPT window closes. Thank you.""  To be clear, what does the one-time waiver actually mean?"
1676,"SAF IPPT, IPT & RT Questions...",ragegoh,I booked 10 sessions IPT in October.  All IPT sessions cancelled except the first session IPPT.  So now I am very confused. Should I still go clock the first session or not?,NIL
1677,"SAF IPPT, IPT & RT Questions...",flowerpalms,No need to go if ur window closing on or before 07.02.2021. Posted from PCWX using SM-G973F,ragegoh wrote: I booked 10 sessions IPT in October.  All IPT sessions cancelled except the first session IPPT.  So now I am very confused. Should I still go clock the first session or not?
1678,"SAF IPPT, IPT & RT Questions...",Rayleigh1,Same thing happened to me! Also considering whether to go down or not. Also thinking whether it's an error that the first session isn't cancelled.,ragegoh wrote: I booked 10 sessions IPT in October.  All IPT sessions cancelled except the first session IPPT.  So now I am very confused. Should I still go clock the first session or not?
1679,"SAF IPPT, IPT & RT Questions...",flowerpalms,It should be waived. Call them to confirm to get peace of mind..  Posted from PCWX using SM-G973F,Rayleigh1 wrote: Same thing happened to me! Also considering whether to go down or not. Also thinking whether it's an error that the first session isn't cancelled.
1680,"SAF IPPT, IPT & RT Questions...",ragegoh,"it's closing in June 2021. But I not sure of the situation now. If i cant book sessions on time or no slots, then I'm GG next year.",NIL
1681,"SAF IPPT, IPT & RT Questions...",reddevil0728,so u still got time lor,"ragegoh wrote: it's closing in June 2021. But I not sure of the situation now. If i cant book sessions on time or no slots, then I'm GG next year."
