,post_title,post_username,post,reply to
1102,"SAF IPPT, IPT & RT Questions...",chopra,anyone tried pushup with his face looking at the ground instead of looking forward? would the machine count that as a fault? i have issue doing rapid reps if look forward,NIL
1103,"SAF IPPT, IPT & RT Questions...",HermesShanks,i did it looking at the ground. it was still counted.,chopra wrote: anyone tried pushup with his face looking at the ground instead of looking forward? would the machine count that as a fault? i have issue doing rapid reps if look forward
1104,"SAF IPPT, IPT & RT Questions...",HermesShanks,great! thanks for helping! i am just doing as it forces me to work out. i stay rather nearby.,"Calander wrote: yes u can still book more than 10 IPTs, as they are voluntary sessions. However, more than 10 sessions will not have any 1/2 day service pay given.  and that does not excuse you from doing lesser session in the next window."
1105,"SAF IPPT, IPT & RT Questions...",BiG_FisH,anyone knows the IPT timing for Sunday at Khatib FCC?  I can't rmb if it's 8:30am or 9:30am and the portal is down now so I can't check.,NIL
1106,"SAF IPPT, IPT & RT Questions...",chopra,thank u. thats reassuring,HermesShanks wrote: i did it looking at the ground. it was still counted.
1107,"SAF IPPT, IPT & RT Questions...",Papermoon,"hi if i were to go ippt for year 0 and get $$, if i go for year 1 will i get $$ also?",NIL
1108,"SAF IPPT, IPT & RT Questions...",Calander,see previous post. https://forums.hardwarezone.com.sg/1...-post6490.html  apparently u had asked this Q before. Why ask again?,"Papermoon wrote: hi if i were to go ippt for year 0 and get $$, if i go for year 1 will i get $$ also?"
1109,"SAF IPPT, IPT & RT Questions...",Papermoon,Sorry i meant to ask this time if I would get the incentives for both year 1 and and 0 if i went year 0. Or that if i went for year 0 i wont get for year 1 anymore?,Calander wrote: see previous post. https://forums.hardwarezone.com.sg/1...-post6490.html  apparently u had asked this Q before. Why ask again?
1110,"SAF IPPT, IPT & RT Questions...",Calander,U will still get both for Yr 0 and Yr 1 according to the incentive award system.  Only Yr 0 is not mandatory to clear IPPT window.,Papermoon wrote: Sorry i meant to ask this time if I would get the incentives for both year 1 and and 0 if i went year 0. Or that if i went for year 0 i wont get for year 1 anymore?
1111,"SAF IPPT, IPT & RT Questions...",PiakMachine,"939 bro, me a reglur in khatib fcc. The Malay trainer, sabrina jin bonkable",BiG_FisH wrote: anyone knows the IPT timing for Sunday at Khatib FCC?  I can't rmb if it's 8:30am or 9:30am and the portal is down now so I can't check.
1112,"SAF IPPT, IPT & RT Questions...",ZAFTsg,Due to the unsafe running track..thats why no ippt done in khatib camp,Apple Jack wrote: Khatib now no ippt meh? Why ah
1113,"SAF IPPT, IPT & RT Questions...",ZAFTsg,Just breaking it down so they understand ba,"Calander wrote: same thing. if u failed to understand the meaning of ""in-pro"" and ""out-pro""."
1114,"SAF IPPT, IPT & RT Questions...",Cookie Muncher,"If i never go for FFI and attempt IPPT, what will happen?",NIL
1115,"SAF IPPT, IPT & RT Questions...",Calander,"if u are age 35 u are required to go for FFI. If i am not wrong the in-pro counter will question u if u have cleared FFI and can even reject your participation for IPPT. As any medical issue if you were to develop during your participation because of that, that FCC would be in trouble.","Cookie Muncher wrote: If i never go for FFI and attempt IPPT, what will happen?"
1116,"SAF IPPT, IPT & RT Questions...",Cookie Muncher,Just question? They don't have system to check and valid?,"Calander wrote: if u are age 35 u are required to go for FFI. If i am not wrong the in-pro counter will question u if u have cleared FFI and can even reject your participation for IPPT. As any medical issue if you were to develop during your participation because of that, that FCC would be in trouble."
1117,"SAF IPPT, IPT & RT Questions...",Calander,"their system should be able to check. nevertheless, they will ask you because they should be able to see from their system and in case the info is not updated.  but whatever the case is, you have to ensure that you have cleared FFI. if i were u, i would be interested to know if i pass or fail FFI because i would have to either clear the window to avoid any chargeable offences or totally be exempted from it so that i can have peace in mind.  doubt u will want to go in-pro and find out that u had actually wasted your time in making the trip down because you failed your FFI or because you have not passed FFI.",Cookie Muncher wrote: Just question? They don't have system to check and valid?
1118,"SAF IPPT, IPT & RT Questions...",Cookie Muncher,Thanks for the advice,"Calander wrote: their system should be able to check. nevertheless, they will ask you because they should be able to see from their system and in case the info is not updated.  but whatever the case is, you have to ensure that you have cleared FFI. if i were u, i would be interested to know if i pass or fail FFI because i would have to either clear the window to avoid any chargeable offences or totally be exempted from it so that i can have peace in mind.  doubt u will want to go in-pro and find out that u had actually wasted your time in making the trip down because you failed your FFI or because you have not passed FFI."
1119,"SAF IPPT, IPT & RT Questions...",matey1982,"if u haven't done your FFI, no way you can book IPPT/RT/IPT inside NS portal then there's zero chance u can just gatecrash @ the FCC","Calander wrote: their system should be able to check. nevertheless, they will ask you because they should be able to see from their system and in case the info is not updated.  but whatever the case is, you have to ensure that you have cleared FFI. if i were u, i would be interested to know if i pass or fail FFI because i would have to either clear the window to avoid any chargeable offences or totally be exempted from it so that i can have peace in mind.  doubt u will want to go in-pro and find out that u had actually wasted your time in making the trip down because you failed your FFI or because you have not passed FFI."
1120,"SAF IPPT, IPT & RT Questions...",Apple Jack,RT also run the track what. simi unsafe,ZAFTsg wrote: Due to the unsafe running track..thats why no ippt done in khatib camp
1121,"SAF IPPT, IPT & RT Questions...",bumdssa,anyone's outpro slip sessions dont tally with actual? just follow ns portal can alr?,NIL
1122,"SAF IPPT, IPT & RT Questions...",Calander,what information on the slip not tally?,bumdssa wrote: anyone's outpro slip sessions dont tally with actual? just follow ns portal can alr?
1123,"SAF IPPT, IPT & RT Questions...",justme,"hows the FFI like?  say I got high BP, they refer me to specialist, do I need to pay $?",NIL
1124,"SAF IPPT, IPT & RT Questions...",bumdssa,"the no. of sessions. eg. slip - RT 15; IPPT 2, so total is 17. but ns portal reflects 18. and actual training attended is 18 also.",Calander wrote: what information on the slip not tally?
1125,"SAF IPPT, IPT & RT Questions...",Calander,"out-pro slip always reflect ""-1"", indicating that those are the number of sessions u already attended excluding the day of the session itself as printed.","bumdssa wrote: the no. of sessions. eg. slip - RT 15; IPPT 2, so total is 17. but ns portal reflects 18. and actual training attended is 18 also."
1126,"SAF IPPT, IPT & RT Questions...",bumdssa,i see. thanks. first year doing rt. thanks for guiding!,"Calander wrote: out-pro slip always reflect ""-1"", indicating that those are the number of sessions u already attended excluding the day of the session itself as printed."
1127,"SAF IPPT, IPT & RT Questions...",Calander,try to clear your window by doing ipt.. no complications in all aspects compared to rt.,bumdssa wrote: i see. thanks. first year doing rt. thanks for guiding!
1128,"SAF IPPT, IPT & RT Questions...",nosynancy,any way to beat the IPPT machines? Any guru can advise?,NIL
1129,"SAF IPPT, IPT & RT Questions...",wadsad,maju camp usually how long ah the RT session.,NIL
1130,"SAF IPPT, IPT & RT Questions...",Calander,all FCCs are the same.. about 30-45mins,wadsad wrote: maju camp usually how long ah the RT session.
1131,"SAF IPPT, IPT & RT Questions...",wadsad,actually i can go on days i never book right? or cannot? i know same day but different session they ok.,NIL
1132,"SAF IPPT, IPT & RT Questions...",Calander,"same day but as long if the sessions are the direct subsequent ones is fine, for example, 6pm and 7pm sessions.  different days, or even of different FCCs.. the guardroom will not let u in as your name is not in the nominal roll.",wadsad wrote: actually i can go on days i never book right? or cannot? i know same day but different session they ok.
1133,"SAF IPPT, IPT & RT Questions...",matey1982,literally beat or what  at the various stations also got cameras to catch cheating one dont smoke and try your luck,nosynancy wrote: any way to beat the IPPT machines? Any guru can advise?
1134,"SAF IPPT, IPT & RT Questions...",hehe87,"Is khatib FCC closed? Can't book ippt there, anyone know what is going on?",NIL
1135,"SAF IPPT, IPT & RT Questions...",Faux Pas,"want to know also, what happened to khatib camp?","hehe87 wrote: Is khatib FCC closed? Can't book ippt there, anyone know what is going on?"
1136,"SAF IPPT, IPT & RT Questions...",hacktic,the running track f-up ? NDP rehearsals?,NIL
1137,"SAF IPPT, IPT & RT Questions...",ZAFTsg,How i know..thats what the Safety and conducting officers informed when the session starts..Only Khatib Camp no Ippt only training,Apple Jack wrote: RT also run the track what. simi unsafe
1138,"SAF IPPT, IPT & RT Questions...",ZAFTsg,Only IPPT dont have..RT and IPT still have,"hehe87 wrote: Is khatib FCC closed? Can't book ippt there, anyone know what is going on?"
1139,"SAF IPPT, IPT & RT Questions...",Calander,"think the difference in Khartib FCC is that for IPPT, the run is using the inner 3 lanes, whereas IPT or RT has the choice to run on the outer lanes.  if you had paid closer attention to the track's condition, you would have notice that the condition in the inner lanes are not as good as the outer ones. In addition, maybe is the drain cover that contributes to this safety consideration.",NIL
1140,"SAF IPPT, IPT & RT Questions...",hehe87,"Thanks bros, good to know. Wanted to do ipt at khatib, thankfully only need to go elsewhere for two of the ten sessions.",ZAFTsg wrote: Only IPPT dont have..RT and IPT still have
1141,"SAF IPPT, IPT & RT Questions...",proton91,"For the ippt sessions at gym, push up and sit up are manual or through the machine?",NIL
1142,"SAF IPPT, IPT & RT Questions...",spicyboy,anyone knows who to contact if IPPT results not updated and incentive not received after two months? I have a photo of my result slip as prove.,NIL
1143,"SAF IPPT, IPT & RT Questions...",Calander,NS hotline is the only number u should be calling.,spicyboy wrote: anyone knows who to contact if IPPT results not updated and incentive not received after two months? I have a photo of my result slip as prove.
1144,"SAF IPPT, IPT & RT Questions...",wei406015,Anyone know what the difference for ippt and ipt?  I cant pass ippt,NIL
1145,"SAF IPPT, IPT & RT Questions...",matchy,"If MR , still need to complete RT?",NIL
1146,"SAF IPPT, IPT & RT Questions...",RocketBunny,Ipt just go 10 lessons then complete Liao for your window,wei406015 wrote: Anyone know what the difference for ippt and ipt?  I cant pass ippt
1147,"SAF IPPT, IPT & RT Questions...",Calander,No..........,"matchy wrote: If MR , still need to complete RT?"
1148,"SAF IPPT, IPT & RT Questions...",osmond19,"I'm turning 40 in Sept this year and by right I have to take and pass my IPPT before Sept or turning 40.  If I didn't, what will happen? By right once u turn 40, by law no more NS liabilities liao.  Any expert knows?",NIL
1149,"SAF IPPT, IPT & RT Questions...",matey1982,"u turning 40 in sep 2019 your effective MR is from financial year 2020, 1 apr onwards so technically u default if things stand but then again, depends on what your unit want to do since u going to reach MR and i suppose they also don want to make life too difficult for u but holding back you from MR with any outstanding charge/admin matters bah","osmond19 wrote: I'm turning 40 in Sept this year and by right I have to take and pass my IPPT before Sept or turning 40.  If I didn't, what will happen? By right once u turn 40, by law no more NS liabilities liao.  Any expert knows?"
1150,"SAF IPPT, IPT & RT Questions...",osmond19,"Wow so what u mean from Sept 2019 to April 2020, I'm still reliable for NS liabilities?","matey1982 wrote: u turning 40 in sep 2019  your effective MR is from financial year 2020, 1 apr onwards  so technically u default if things stand but then again, depends on what your unit want to do since u going to reach MR and i suppose they also don want to make life too difficult for u but holding back you from MR with any outstanding charge/admin matters bah"
1151,"SAF IPPT, IPT & RT Questions...",JuMbOfaT,"Question:  I missed my IPPT last Nov (2018) and am now asked to fulfill 20 RT sessions by 31 Oct 2019.  I have reservist next week and there is an IPPT segment. Can I take that to clear my 2018's IPPT window, or I die die need to complete my 20 RT session.",NIL
1152,"SAF IPPT, IPT & RT Questions...",RocketBunny,If you pass ICT-IPPT Means cleared loh If never then you can go start your RT liao,"JuMbOfaT wrote: Question:  I missed my IPPT last Nov (2018) and am now asked to fulfill 20 RT sessions by 31 Oct 2019.  I have reservist next week and there is an IPPT segment. Can I take that to clear my 2018's IPPT window, or I die die need to complete my 20 RT session."
1153,"SAF IPPT, IPT & RT Questions...",Calander,"technically yes, as it is based on the workyear.  however by normal practice, mindef won't call you guys up once you already had your MR ceremony.","osmond19 wrote: Wow so what u mean from Sept 2019 to April 2020, I'm still reliable for NS liabilities?"
1154,"SAF IPPT, IPT & RT Questions...",Calander,the session now is about a total of 45mins including rest time.,disastrous wrote: Is it me or RT really much different now? Last time used to be nearly 2 hours .. they keep dragging with rest periods. Now sometimes end in 30mins chop chop... too long never attend already.
1155,"SAF IPPT, IPT & RT Questions...",black_hippo,"Anyone know if the ippt offence is reset after u clear it in 2014 during the transititon?  I was told any offence is reset but was charge a 3th offence after I went for 2014, 2015, 2016 and 2017 but didn’t attend 2018 and was charge a 3th time",NIL
1156,"SAF IPPT, IPT & RT Questions...",Kibamaru,"Hi just to confirm, to clear an RT window, I actually just need to fulfill 1 RT IPPT on either the 8th, 14th or last session right?  Don't have to do on all? I failed the RT IPPT on the 8th session, don't think I will pass anyway in future sessions. I can just do normal training for the rest without doing more IPPTs yeah?",NIL
1157,"SAF IPPT, IPT & RT Questions...",RocketBunny,"8,14,20 must take RT-IPPT the rest is normal training Last session NOT equals to RT-IPPT. E.g If your last session is 19th, it'll be a normal training.","Kibamaru wrote: Hi just to confirm, to clear an RT window, I actually just need to fulfill 1 RT IPPT on either the 8th, 14th or last session right?  Don't have to do on all? I failed the RT IPPT on the 8th session, don't think I will pass anyway in future sessions. I can just do normal training for the rest without doing more IPPTs yeah?"
1158,"SAF IPPT, IPT & RT Questions...",black_hippo,Anyone has any idea on this or face this issue previously? Currently getting charge at $200 which i think is pretty unfair on my side since i clear it and they say they reset it.,"black_hippo wrote: Anyone know if the ippt offence is reset after u clear it in 2014 during the transititon?  I was told any offence is reset but was charge a 3th offence after I went for 2014, 2015, 2016 and 2017 but didn’t attend 2018 and was charge a 3th time"
1159,"SAF IPPT, IPT & RT Questions...",Esirious0,"Heard for new push up machine, the back must be straighten while going down. Mean more disadvantageous for taller person compared to shorter person?",NIL
1160,"SAF IPPT, IPT & RT Questions...",matey1982,tot the machine will tell u to straighten back or something if the rep is of no count?,"Esirious0 wrote: Heard for new push up machine, the back must be straighten while going down. Mean more disadvantageous for taller person compared to shorter person?"
1161,"SAF IPPT, IPT & RT Questions...",Esirious0,"Yeah. That why i ask, whether it would be more disadvantageous for taller people.",matey1982 wrote: tot the machine will tell u to straighten back or something if the rep is of no count?
1162,"SAF IPPT, IPT & RT Questions...",Luffyace,just realised for SPF ippt booking and all camp slot are booked till april which is my next cycle for next yr . would there be any other location that they can slot me in to complete my ippt this yr ?,NIL
1163,"SAF IPPT, IPT & RT Questions...",SuperSprint,"Hi, anyone is on this trial programme called QUICKHITT session. My unit is currently on trial for this programme.  Meaning I can go outside to RT Instesd of FCC.  I completed so far 8 QuickHITT sessions. The programme required us to do 9 sessions and one ippt in fcc.  Just to check which day for Maju fcc is ippt-Rt?  Tuesday to Thursday ?",NIL
1164,"SAF IPPT, IPT & RT Questions...",matey1982,your birthday is when? and your FY2018 IPPT not done yet?,Luffyace wrote: just realised for SPF ippt booking and all camp slot are booked till april which is my next cycle for next yr . would there be any other location that they can slot me in to complete my ippt this yr ?
1165,"SAF IPPT, IPT & RT Questions...",Okaris,Question:  If you decide to do 20 ipt sessions in your birthday window does that mean you do not have to do ippt the following year (20-D sessions)?,NIL
1166,"SAF IPPT, IPT & RT Questions...",Calander,"first of all, do not get confused with the requirement. 1 . All eligible NSmen has to pass at least 1 IPPT every window. If you are not able to pass, proceed to point 2. 2. To take 10 IPT sessions which includes 2x IPPT that is called as IPT-IPPT (during 1st & 10th sessions of IPT). Whether pass or not does not matter to clear your window as long as you have fulfilled this condition. However, take note when u are booking for IPT-IPPT on the timing. If not able to comply, proceed to point 3. 3. U will be required to perform 20-D sessions of RT in the following window. What is D about I shall not go into details. Failing to comply in the following window will warrant greater disciplinary actions in the subsequent window. Basically, every window you will need to have IPPT.. simply saying. Maybe your question u had phased ""RT"" as ""IPPT"" incorrectly as you still need to do IPPT in the following year. Just that it could be RT-IPPT only. Do re-read about IPPT in the NS Portal and understand them.",Okaris wrote: Question:  If you decide to do 20 ipt sessions in your birthday window does that mean you do not have to do ippt the following year (20-D sessions)?
1167,"SAF IPPT, IPT & RT Questions...",Calander,better to contact your hotline to highlight your case.. rather than having the dept in finding fault with u in failing to comply.,Luffyace wrote: just realised for SPF ippt booking and all camp slot are booked till april which is my next cycle for next yr . would there be any other location that they can slot me in to complete my ippt this yr ?
1168,"SAF IPPT, IPT & RT Questions...",Calander,do u know that u can actually look through it in the booking page?,"SuperSprint wrote: Hi, anyone is on this trial programme called QUICKHITT session. My unit is currently on trial for this programme.  Meaning I can go outside to RT Instesd of FCC.  I completed so far 8 QuickHITT sessions. The programme required us to do 9 sessions and one ippt in fcc.  Just to check which day for Maju fcc is ippt-Rt?  Tuesday to Thursday ?"
1169,"SAF IPPT, IPT & RT Questions...",Okaris,"With that said, I've also heard somewhere that in your ippt (not rt) year, if you attempt ippt 20 times but not pass, you only need to attempt (don't have to pass) ippt once the following year in order to be considered clear for both years. Is that true, and would that apply if you volunteer yourself for 20 ipt sessions instead?","Calander wrote: first of all, do not get confused with the requirement.  1 . All eligible NSmen has to pass at least 1 IPPT every window. If you are not able to pass, proceed to point 2.  2. To take 10 IPT sessions which includes 2x IPPT that is called as IPT-IPPT (during 1st & 10th sessions of IPT). Whether pass or not does not matter to clear your window as long as you have fulfilled this condition. However, take note when u are booking for IPT-IPPT on the timing. If not able to comply, proceed to point 3.  3. U will be required to perform 20-D sessions of RT in the following window. What is D about I shall not go into details. Failing to comply in the following window will warrant greater disciplinary actions in the subsequent window.  Basically, every window you will need to have IPPT.. simply saying. Maybe your question u had phased ""RT"" as ""IPPT"" incorrectly as you still need to do IPPT in the following year. Just that it could be RT-IPPT only.  Do re-read about IPPT in the NS Portal and understand them."
1170,"SAF IPPT, IPT & RT Questions...",Calander,"this might be true given on the fact that it is 20-D.. but this is subjected to the words from official channel and/or fellow brothers here has personally experienced it.  however, in my opinion IPT is more fruitful.. do consider the following:  - all IPT sessions will be paid (2x IPT-IPPT + 8x IPT);  - only first 3 IPPT of any kind will be paid, and this includes the IPT-IPPT. meaning that if u want to maximize the 1/2 svc pay that you are entitled, u can take 1x non-ICT IPPT in addition to the 10 IPT sessions;  - IPT sessions has more flexibility, as you can choose to attend on Sundays, weekday's noon and IPT-in-the-park for example;  - IPT takes about 45mins.. similar to IPPT;  - in the event of rain.. IPPT may be cancelled and attendance will not be counted. Whereas IPT at FCCs will continue.  so... IPT or IPPT. u decide.","Okaris wrote: With that said, I've also heard somewhere that in your ippt (not rt) year, if you attempt ippt 20 times but not pass, you only need to attempt (don't have to pass) ippt once the following year in order to be considered clear for both years. Is that true, and would that apply if you volunteer yourself for 20 ipt sessions instead?"
1171,"SAF IPPT, IPT & RT Questions...",thwongster,"Hi, I am having my 40th birthday in April, and I presumed this current cycle is my last cycle for ippt. Then I received the letter for HSP checkup. So does this mean I still need to clear another cycle of ippt?",NIL
1172,"SAF IPPT, IPT & RT Questions...",pandasr,So I booked an E1PEP-IPPT session and missed that. Accidentally rebooked the next session as IPPT instead of E1PEP-IPPT session and attended that. Just got a reply from contact@ns.sg that the IPPT attendence cannot be converted to an E1PEP-IPPT session attendence............. And I have to book and attend another E1PEP-IPPT to start the E1PEP program. Meaning I need to complete an extra session to finish my ippt obligation this window.  Wondering if anyone here knows who to highlight this issue to? Finding it a little ridiculous that the same 3 station ippt attendence is not interchangable between normal ippt and e1pep ippt.  Both types of ippt session are entitled to the same half day rank pay btw.  I'm also assuming that this is the case for IPT........,NIL
1173,"SAF IPPT, IPT & RT Questions...",Ggdotcomzzz,"Hi all  My window closes at the end of June 2019 and I am currently in my RT window. I just obtained a IPPT/RT excuse from my doctor and was advised by him to get it endorse by my unit camp MO.  I called the NS hotline to book an appointment to see my unit camp MO but was told by him that it was too late because it’s too close to the end of my window. Nevertheless he still proceeded to help me book.  My question is 1) will my unit camp MO endorse it? Hence I won’t be charged? 2) my ICT is coming up in June. If I tried to pass the ICT-IPPT, does it mean that I complete my obligations for my current RT window? And hence, won’t be charged for not completing the 20 RTs required?  Thanks all bros in advance",NIL
1174,"SAF IPPT, IPT & RT Questions...",Calander,"1 - MO will still have to endorse as a form of acknowledging your ""outside"" doctor's note. MO will make the decision as to how many months u shall be excused from IPPT. There is a policy that if the excused is more than a certain period of month, you will then be excused from clearing the IPPT window. However, for your case is quite vague but i believe it can be excused. 2 - ICT in june... if your MO gives the excuse of IPPT that your ICT is during this period, u are not allowed to take part in the IPPT. basically when u meet your camp's MO, do check with your S1 or S8 / NSC / Persnode about your IPPT window. Or you can request NS hotline to inform your unit to give u a callback. this should help in your queries.","Ggdotcomzzz wrote: Hi all  My window closes at the end of June 2019 and I am currently in my RT window. I just obtained a IPPT/RT excuse from my doctor and was advised by him to get it endorse by my unit camp MO.  I called the NS hotline to book an appointment to see my unit camp MO but was told by him that it was too late because it’s too close to the end of my window. Nevertheless he still proceeded to help me book.  My question is 1) will my unit camp MO endorse it? Hence I won’t be charged? 2) my ICT is coming up in June. If I tried to pass the ICT-IPPT, does it mean that I complete my obligations for my current RT window? And hence, won’t be charged for not completing the 20 RTs required?  Thanks all bros in advance"
1175,"SAF IPPT, IPT & RT Questions...",xDTheStarxD,"Hi all,  I have not enlist into NS yet but failed ippt in school, so will be retaking it at Toa Payoh stadium. Is Toa Payoh stadium still doing manual counting or machine counting?",NIL
1176,"SAF IPPT, IPT & RT Questions...",ragegoh,Any info when khatib fcc will be open for ippt again? The next nearest is kranji or maju and both I need 1hr to get there.  Sent from Samsung SM-G965F using GAGT,NIL
1177,"SAF IPPT, IPT & RT Questions...",foodiefood123,I tot this year no more ppt,NIL
1178,"SAF IPPT, IPT & RT Questions...",Calander,one option for u.. IPPT at Safra.. no incentives though.,ragegoh wrote: Any info when khatib fcc will be open for ippt again? The next nearest is kranji or maju and both I need 1hr to get there.  Sent from Samsung SM-G965F using GAGT
1179,"SAF IPPT, IPT & RT Questions...",gotobacktogo,any SPF bros got take IPT at HTA before?,NIL
1180,"SAF IPPT, IPT & RT Questions...",BaselineCra,"If I cannot clear 10IPT in 1 year, will I have to take 20 RT in the next year? Or is it true for the next year, I will just need to take 10session (next year quota) + remaining of uncompleted IPT this yea?",NIL
1181,"SAF IPPT, IPT & RT Questions...",mrnrbh,"Hello all,  My D = 3 because I did 3 IPPT last year and failed all 3.  So this year system says I need to clear 17 RT sessions and I can only take RT-IPPT earliest on the 8th RT session.  My question is, do I need to clear 7 RT sessions before being allowed to do the RT-IPPT or are the 3 sessions counted at the start and so I just need to clear 4 sessions and then I can do my RT-IPPT on the ""actual"" 5th session?",NIL
1182,"SAF IPPT, IPT & RT Questions...",RocketBunny,"Just rmb u only can take RT-IPPT on 8th,14th,20th. So you need clear 7 RT first loh. And you only have 2 RT-IPPT (8th & 14th), the rest all RT","mrnrbh wrote: Hello all,  My D = 3 because I did 3 IPPT last year and failed all 3.  So this year system says I need to clear 17 RT sessions and I can only take RT-IPPT earliest on the 8th RT session.  My question is, do I need to clear 7 RT sessions before being allowed to do the RT-IPPT or are the 3 sessions counted at the start and so I just need to clear 4 sessions and then I can do my RT-IPPT on the ""actual"" 5th session?"
1183,"SAF IPPT, IPT & RT Questions...",Calander,"U need to clear 7 RT inorder to reach the RT-IPPT session and only if pass, u will be released from IPPT for this window only. Otherwise, 8th session is RT-IPPT followed by normal RT sessions and RT-IPPT based on the counts u are required to attend. that is why it is stated ""7th session"" and not ""7-D"" etc","mrnrbh wrote: Hello all,  My D = 3 because I did 3 IPPT last year and failed all 3.  So this year system says I need to clear 17 RT sessions and I can only take RT-IPPT earliest on the 8th RT session.  My question is, do I need to clear 7 RT sessions before being allowed to do the RT-IPPT or are the 3 sessions counted at the start and so I just need to clear 4 sessions and then I can do my RT-IPPT on the ""actual"" 5th session?"
1184,"SAF IPPT, IPT & RT Questions...",sango65,"Hi all,  I just had a MRI scan and my specialist confirmed that I have ankle sprain and need to be excused for running for 6 weeks. My IPPT window will close in May and I havent complete my IPT. I will be endorsing my specialist letter with my NS unit MO soon. Will I be liable for RT in my next window as I didnt complete IPT this window?",NIL
1185,"SAF IPPT, IPT & RT Questions...",yokoyokoyoko,Hi what do we do during RT? Got any choice?,NIL
1186,"SAF IPPT, IPT & RT Questions...",Greysky,Does anybody know how fast will ippt results take to be reflected on ns.sg?,NIL
1187,"SAF IPPT, IPT & RT Questions...",Calander,"i supposed this is the first time RT for u?  there are a few colours representing the type of activities u want to participate in.  since u going to have many upcoming RT sessions, u have lots of time to try out every single colour.",yokoyokoyoko wrote: Hi what do we do during RT? Got any choice?
1188,"SAF IPPT, IPT & RT Questions...",Calander,about 2-4 working days for the result.  incentives and half-day service pay will be credited about a week later.,Greysky wrote: Does anybody know how fast will ippt results take to be reflected on ns.sg?
1189,"SAF IPPT, IPT & RT Questions...",yokoyokoyoko,Thanks for info! Are all the colours the same length of exercise or do some finish early. Any one has info on what each colour does?,"Calander wrote: i supposed this is the first time RT for u?  there are a few colours representing the type of activities u want to participate in.  since u going to have many upcoming RT sessions, u have lots of time to try out every single colour."
1190,"SAF IPPT, IPT & RT Questions...",zerorage,"the colors reflect the intensity of the training, green is for losing weight. For all the bbfa people like me. Training not tough and more on trying to help you lose weight. Also they will look out for you, more for unfit people.  The yellow is ippt training, standard training  There's one red or orange i think is for cardio training, damn tough. Halfway I fallout, if you bbfa like me take green or yellow. Yellow is you like your 10 session or so your body more trained.  Green for those early session, for me I 2 year 1 RT......so 2 year exercise other than sex, must take it lightly at the start. Else 15min in, drop out le.",yokoyokoyoko wrote: Thanks for info! Are all the colours the same length of exercise or do some finish early. Any one has info on what each colour does?
1191,"SAF IPPT, IPT & RT Questions...",Calander,"for the colours, i was hoping that u could had make used of info avail online to get them...  however if u need to be spoon-fed... look up at Q11 under this link: https://www.ns.sg/web/portal/nsmen/h...ns_and_answers  btw for red is mainly running. and green is for this obese people whose BMI is above the range.. doubt u can opt for this if your BMI is below the obese-range.  duration wise all about the same, depending on your trainer, the time u guys took to complete every sets of exercises, and the time taken to resume training from water breaks.",yokoyokoyoko wrote: Thanks for info! Are all the colours the same length of exercise or do some finish early. Any one has info on what each colour does?
1192,"SAF IPPT, IPT & RT Questions...",ragegoh,Khatib FCC ippt resumes on the 23rd April. Just had a check when i booking.,NIL
1193,"SAF IPPT, IPT & RT Questions...",yokoyokoyoko,Does anyone know how late you can be for RT before they count as invalid? So like what is the latest reporting time for the 6pm/7pm sessions? I have difficulty leaving work early  Thanks to zerorage and Calander for useful info!,NIL
1194,"SAF IPPT, IPT & RT Questions...",ragegoh,Latest I saw 15mins after start time. But if u late already still ba long long go in pro all these with no sense of urgency. Then if I'm the admin I also won't let u in pro. Haha. Sent from Samsung SM-G965F using GAGT,yokoyokoyoko wrote: Does anyone know how late you can be for RT before they count as invalid? So like what is the latest reporting time for the 6pm/7pm sessions? I have difficulty leaving work early  Thanks to zerorage and Calander for useful info!
1195,"SAF IPPT, IPT & RT Questions...",Calander,"welcome.. 15mins max from the start of schedule (6pm session last timing shall be 6:15pm) if weekdays session arent convenient for u, u can consider weekends at both FCCs or in the park (park is non IPT-IPPT sessions only).",yokoyokoyoko wrote: Does anyone know how late you can be for RT before they count as invalid? So like what is the latest reporting time for the 6pm/7pm sessions? I have difficulty leaving work early  Thanks to zerorage and Calander for useful info!
1196,"SAF IPPT, IPT & RT Questions...",Wakaatanka,"Is PayNow incentive implemented at Maju alr? Otherwise, usually how long does it take for incentive to credit in?",NIL
1197,"SAF IPPT, IPT & RT Questions...",matey1982,this was Oct 2018 should have been rolled out by mid 2019  https://www.straitstimes.com/singapo...pt-top-scorers,"Wakaatanka wrote: Is PayNow incentive implemented at Maju alr? Otherwise, usually how long does it take for incentive to credit in?"
1198,"SAF IPPT, IPT & RT Questions...",matey1982,if nt it's as stated here  https://www.ns.sg/web/portal/nsmen/h...centive-awards,"Wakaatanka wrote: Is PayNow incentive implemented at Maju alr? Otherwise, usually how long does it take for incentive to credit in?"
1199,"SAF IPPT, IPT & RT Questions...",radiancez567,What is the use of having the IC check when going into the camp if they don't even scan our IC?  They also did not have a pen to tick off those that have arrived on the paper.,NIL
1200,"SAF IPPT, IPT & RT Questions...",matey1982,what toking u ah dont understand u u refering to at guardhouse? u try gatecrashing with others' ID good day good luck and good health tot tt time there was the news of the person kena caught for cheating at ippt by using other pple's IC to clock attendance to take and pass the test?,radiancez567 wrote: What is the use of having the IC check when going into the camp if they don't even scan our IC?  They also did not have a pen to tick off those that have arrived on the paper.
